|Sl No.|District|Block|Gram Panchayat|Village|Household|
13449|DAKSHIN DINAJPUR|Tapan|RAMPARA CHENCHRA|Magurpur (3)|410|
13450|PASCHIM MEDINIPUR|Chandrakona - I|MANIKKUNDU|Mahabala (153)|411|
13451|PASCHIM MEDINIPUR|Garbeta - III|URIASAI|Mahabankati (933)|95|
13452|NORTH 24 PARAGANAS|Barrackpur - I|SHIBDASPUR|Mahabatipara (19)|499|
13453|SOUTH 24 PARAGANAS|Mathurapur - II|NANDAKUMARPUR|Mahabatnagar (141)|1,562|
13454|PASCHIM MEDINIPUR|Daspur - I|BASUDEVPUR|Mahabatpur (185)|208|
13455|MALDAH|Kaliachak - III|CHARI ANANTAPUR|Mahabbatpur (55)|1,250|
13456|MALDAH|Chanchal - I|ALIHANDA|Mahabbatpur (62)|516|
13457|NORTH 24 PARAGANAS|Deganga|DEGANGA-II|Mahabbatpur (76)|247|
13458|MALDAH|Manikchak|NAZIRPUR|Mahabbatpur (31)|910|
13459|MALDAH|Manikchak|UTTAR CHANDIPUR|Mahabbatpur (31)|910|
13460|PASCHIM MEDINIPUR|Keshiary|BAGHASTY|Mahabira (114)|209|
13461|MURSHIDABAD|Domkal|AZIMGONG GOLA|Mahabub Nagar (14)|392|
13462|PURBA BARDHAMAN|Bhatar|MAHACHANDA|Mahachanda (49)|971|
13463|PURBA MEDINIPUR|Nanda Kumar|DAKSHIN NARIKELDA|Mahadadhipur (25)|467|
13464|MURSHIDABAD|Farakka|MAHADEV NAGAR|Mahadeb Nagar (CT) (63)|4,789|
13465|DAKSHIN DINAJPUR|Tapan|HARSURA|Mahadebbati (107)|126|
13466|NORTH 24 PARAGANAS|Amdanga|ADHATA|Mahadebpur (12)|371|
13467|SOUTH 24 PARAGANAS|Falta|MALLICKPUR|Mahadebpur (13)|252|
13468|PURBA BARDHAMAN|Purbasthali - II|MUKSHIMPARA|Mahadebpur (48)|612|
13469|HOOGHLY|Pandua|SARAITINNA|Mahadebpur (42)|727|
13470|HOWRAH|Bagnan - I|KHALORE|Mahadebpur (75)|816|
13471|SOUTH 24 PARAGANAS|Kulpi|GAZIPUR|Mahadebpur (150)|43|
13472|DAKSHIN DINAJPUR|Tapan|DWIPKHANDA|Mahadebpur (152)|120|
13473|UTTAR DINAJPUR|Kaliaganj|BHANDAR|Mahadebpur (P) (99)|130|
13474|BANKURA|Ranibundh|RANIBANDH|Mahadebsinam (121)|45|
13475|UTTAR DINAJPUR|Chopra|LAKHIPUR|Mahadevpur (84)|594|
13476|MALDAH|Chanchal - II|MALATIPUR|Mahadipur (130)|223|
13477|DAKSHIN DINAJPUR|Balurghat|CHINGISHPUR|Mahadipur (281)|228|
13478|UTTAR DINAJPUR|Itahar|JOYHAT|Mahadipur (226)|114|
13479|MALDAH|English Bazar|MAHADIPUR|Mahadipur (135)|1,871|
13480|DAKSHIN DINAJPUR|Bansihari|ELLAHABAD|Mahadipur (233)|108|
13481|UTTAR DINAJPUR|Kaliaganj|BOCHADANGA|Mahagaon (90)|125|
13482|DAKSHIN DINAJPUR|Kushmundi|KALIKAMORA|Mahagram (140)|173|
13483|MALDAH|English Bazar|KAZIGRAM|Mahajamapur (76)|180|
13484|PURBA MEDINIPUR|Ramnagar - I|GOBRA|Mahajan (99)|277|
13485|MALDAH|Maldah (Old)|BHABUK|Mahajib Nagar (33)|350|
13486|MALDAH|Gazole|ALAL|Mahakal Bona (11)|479|
13487|PASCHIM MEDINIPUR|Daspur - II|SAHACHAK|Mahakal Pota (178)|193|
13488|NADIA|Chapra|MAHESHPUR|Mahakala (47)|470|
13489|JHARGRAM|Gopiballavpur - I|KENDUGARI|Mahakartalia (213)|0|
13490|DAKSHIN DINAJPUR|Gangarampur|BASURIA|Mahakhair (150)|52|
13491|DAKSHIN DINAJPUR|Harirampur|PUNDARI|Mahakhor (78)|90|
13492|PASCHIM BARDHAMAN|Pandabeswar|BAIDYANATHPUR|Mahal (10)|1,119|
13493|BANKURA|Hirbandh|MOLIAN|Mahal Danga (34)|206|
13494|MURSHIDABAD|Beldanga - I|MOHULA-I|Mahala (3)|2,951|
13495|MURSHIDABAD|Kandi|MAHALANDI-I|Mahalandi (20)|4,192|
13496|BIRBHUM|Mayureswar - II|KUNDALA|Mahalas (87)|213|
13497|PASCHIM BARDHAMAN|Kanksa|GOPALPUR|Mahalchandni (84)|0|
13498|PASCHIM MEDINIPUR|Garbeta - II|GOALTORE|Mahalisai (101)|725|
13499|UTTAR DINAJPUR|Itahar|DURLOVPUR|Mahamadpur (43)|680|
13500|SOUTH 24 PARAGANAS|Budge Budge - II|NASKARPUR|Mahamayapur (94)|310|
13501|SOUTH 24 PARAGANAS|Budge Budge - II||Mahamayapur (94)|310|
13502|BIRBHUM|Mohammad Bazar|MAHAMMAD BAZAR|Mahammadbazar (125)|886|
13503|PASCHIM MEDINIPUR|Narayangarh|BELDA-II|Mahammadpur (314)|889|
13504|MURSHIDABAD|Nawda|PATIKABARI|Mahammadpur (35)|2,874|
13505|MURSHIDABAD|Raghunathganj - II|LAXMIJOLA|Mahammadpur (152)|333|
13506|PURBA MEDINIPUR|Bhagawanpur - I|MAHAMMADPUR-II|Mahammadpur (7)|3,870|
13507|MURSHIDABAD|Beldanga - II|SOMPARA-I|Mahammadpur (96)|750|
13508|PURBA MEDINIPUR|Nanda Kumar|KUMORARA|Mahammadpur (119)|1,260|
13509|HOOGHLY|Singur|BORAIPAHALAMPUR|Mahammadpur (97)|292|
13510|PASCHIM MEDINIPUR|Narayangarh|KASHIPUR|Mahammadpur (314)|889|
13511|MALDAH|Ratua - I|CHANDMONI-II|Mahammadpur (73)|895|
13512|MURSHIDABAD|Bhagawangola - I|KUTHIRAMPUR|Mahammadpur (17)|122|
13513|DAKSHIN DINAJPUR|Bansihari|GANGURIA|Mahammadpur (163)|376|
13514|MALDAH|Maldah (Old)|JATRA DANGA|Mahammadpur (78)|436|
13515|BIRBHUM|Khoyrasol|KENDGORE|Mahammadpur (115)|159|
13516|PURBA MEDINIPUR|Nandigram - I|MAHAMMADPUR|Mahammadpur (185)|1,490|
13517|PASCHIM MEDINIPUR|Sabang|DANRRA|Mahammadtaki (158)|91|
13518|HOOGHLY|Pandua|BELUN-DHAMASIN|Mahanad Bejpara (119)|579|
13519|DARJEELING|Kurseong|MAHANADI|Mahanadi Tea Garden (39)|1,674|
13520|PURBA MEDINIPUR|Egra - II|MANJUSHREE|Mahanagar (175)|465|
13521|DAKSHIN DINAJPUR|Tapan|HARSURA|Mahanaj (111)|178|
13522|NADIA|Chakdah|TATLA-I|Mahanala (7)|149|
13523|UTTAR DINAJPUR|Itahar|GULANDAR-II|Mahanandapara (151)|255|
13524|MALDAH|Chanchal - I|MAHANANDAPUR|Mahanandapur (5)|890|
13525|JHARGRAM|Gopiballavpur - II|PET BINDHI|Mahapal (269)|229|
13526|PURBA MEDINIPUR|Panskura|GOBINDANAGAR|Mahapur (13)|165|
13527|PURULIA|Purulia - II|PINDRA|Mahara (165)|637|
13528|PURBA BARDHAMAN|Galsi - II|ADRA|Mahara (0)|632|
13529|BANKURA|Khatra|KHATRA-II|Maharadihi (215)|99|
13530|PURULIA|Neturia|JANARDANDI|Maharaj Nagar (60)|68|
13531|SOUTH 24 PARAGANAS|Namkhana|HARIPUR|Maharajaganj (66)|432|
13532|MURSHIDABAD|Berhampore|GURUDASPUR|Maharajpur (124)|481|
13533|PASCHIM MEDINIPUR|Midnapore|PANCHKHURI-I|Maharajpur (217)|543|
13534|DAKSHIN DINAJPUR|Gangarampur|BELBARI-II|Maharajpur (48)|710|
13535|HOOGHLY|Dhaniakhali|GURBARI-I|Maharampur (18)|271|
13536|PURBA MEDINIPUR|Egra - II|BASUDEVPUR|Maharampur (260)|134|
13537|MALDAH|Bamangola|MADNABATI|Maharani (11)|624|
13538|MALDAH|Harischandrapur - II|SADLICHAK|Maharapara (147)|394|
13539|UTTAR DINAJPUR|Itahar|DURGAPUR|Mahashunda (23)|470|
13540|DARJEELING|Naxalbari|HATIGHISA|Mahasing (52)|132|
13541|DAKSHIN DINAJPUR|Gangarampur|NANDANPUR|Mahasura (74)|137|
13542|MURSHIDABAD|Beldanga - II|SAKTIPUR|Mahata (84)|1,410|
13543|UTTAR DINAJPUR|Kaliaganj|BOCHADANGA|Mahatair (80)|42|
13544|PASCHIM MEDINIPUR|Midnapore|PATHRA|Mahatapnagar (250)|563|
13545|PURBA BARDHAMAN|Purbasthali - I|JAHAN NAGAR|Mahatapur (90)|448|
13546|DAKSHIN DINAJPUR|Kushmundi|BERAIL|Mahator (38)|188|
13547|MURSHIDABAD|Bhagawangola - I|SUNDARPUR|Mahatpur (8)|373|
13548|NADIA|Chapra|MAHATPUR|Mahatpur (100)|6,552|
13549|NORTH 24 PARAGANAS|Bongaon|GANGANANDAPUR|Mahatpur (25)|465|
13550|DARJEELING|Matigara|CHAMPASARI|Mahatram (50)|601|
13551|PASCHIM MEDINIPUR|Midnapore|BANPURA|Mahdebchak (234)|361|
13552|UTTAR DINAJPUR|Raiganj|KAMALABARI-I|Mahendigaon (158)|594|
13553|SOUTH 24 PARAGANAS|Patharpratima|GOPALNAGAR|Mahendra Nagar (168)|613|
13554|SOUTH 24 PARAGANAS|Sagar|DAS PARA SUMATINAGAR-I|Mahendraganj (15)|1,207|
13555|DAKSHIN DINAJPUR|Gangarampur|UDAY|Mahendri (187)|49|
13556|BANKURA|Chhatna|JAMTORA|Mahes Khapuri (204)|7|
13557|SOUTH 24 PARAGANAS|Bhangar - I||Mahes Pukuria (79)|169|
13558|SOUTH 24 PARAGANAS|Bhangar - I|CHANDANESWAR-II|Mahes Pukuria (79)|169|
13559|MURSHIDABAD|Suti - II|MAHESALI-I|Mahesail (11)|3,199|
13560|PURBA BARDHAMAN|Memari - I|NIMO-II|Mahesdanga (141)|1,936|
13561|SOUTH 24 PARAGANAS|Magrahat - I|HARIHARPUR|Mahesdari (68)|739|
13562|PURBA MEDINIPUR|Contai - III|KANAIDIGHI|Mahesdasbar (408)|80|
13563|NADIA|Krishnaganj|GOBINDAPUR|Mahesh Chandrapur (12)|152|
13564|BANKURA|Indus|MANGALPUR|Mahesh Pur (105)|108|
13565|BANKURA|Chhatna|METYALA|Maheshana (206)|144|
13566|UTTAR DINAJPUR|Karandighi|KARANDIGHI-II|Maheshbathna (159)|641|
13567|PURBA BARDHAMAN|Raina - I|RAINA|Maheshbati (106)|259|
13568|NADIA|Chakdah|HINGNARA|Maheshchandrapur (179)|590|
13569|PURBA MEDINIPUR|Contai - III|KANAIDIGHI|Maheshdas Bar Baibartta Chak (410)|139|
13570|NADIA|Nabadwip|SWARUPGANJ|Maheshganj (16)|1,065|
13571|BIRBHUM|Nanoor|KIRNAHAR-I|Maheshgram (3)|272|
13572|MALDAH|Maldah (Old)|MAHISH BATHANI|Maheshkuri (7)|68|
13573|NADIA|Chapra|MAHESHPUR|Maheshpur (79)|743|
13574|PURBA MEDINIPUR|Egra - II|SARBODAYA|Maheshpur (264)|864|
13575|NADIA|Kaliganj|MATIARY|Maheshpur (93)|562|
13576|SOUTH 24 PARAGANAS|Patharpratima|LAXMIJANARDANPUR|Maheshpur (190)|638|
13577|BIRBHUM|Khoyrasol|PANCHRA|Maheshpur (162)|62|
13578|HOOGHLY|Arambag|MAYAPUR-II|Maheshpur (43)|394|
13579|SOUTH 24 PARAGANAS|Baruipur||Maheshpur (55)|212|
13580|SOUTH 24 PARAGANAS|Baruipur|KALYANPUR|Maheshpur (55)|212|
13581|BANKURA|Indpur|INDPUR|Maheshpur (134)|189|
13582|PASCHIM BARDHAMAN|Faridpur Durgapur|LAUDOHA|Maheshpur (12)|82|
13583|HOOGHLY|Polba - Dadpur|SUGANDHYA|Maheshpur (178)|760|
13584|PASCHIM MEDINIPUR|Midnapore|CHANDRA|Maheshpur (80)|70|
13585|PASCHIM MEDINIPUR|Kharagpur - II|KALIARA-I|Maheshpur (477)|118|
13586|PURULIA|Manbazar - I|BARAMASYA RAMNAGAR|Maheshpur (130)|13|
13587|DAKSHIN DINAJPUR|Harirampur|PUNDARI|Maheshpur (68)|16|
13588|UTTAR DINAJPUR|Kaliaganj|BOCHADANGA|Maheshpur (78)|545|
13589|BIRBHUM|Nalhati - I|KAITHA-I|Maheshpur (96)|282|
13590|BIRBHUM|Suri - I|ALUNADPUR|Maheshpur (15)|88|
13591|PURBA BARDHAMAN|Memari - I|DEBIPUR|Maheshpur (205)|313|
13592|MALDAH|Kaliachak - I|ALIPUR-II|Maheshpur (71)|2,072|
13593|HOOGHLY|Tarakeswar|BALIGORI-II|Maheshpur (42)|423|
13594|SOUTH 24 PARAGANAS|Mandirbazar|JAGADISHPUR|Maheshpur (K) (99)|257|
13595|MALDAH|English Bazar|JADUPUR-II|Maheshpur (P) (92)|270|
13596|COOCHBEHAR|Dinhata - I|OKRABARI|Maheshwar (153)|311|
13597|HOOGHLY|Polba - Dadpur|DADPUR|Maheshwarpur (45)|121|
13598|HOWRAH|Shyampur - I|BALICHATURY|Maheshwarpur (115)|260|
13599|NADIA|Chapra|HATISALA-I|Mahesnagar (2)|1,651|
13600|BANKURA|Patrasayer|BALSI-II|Mahesnandi (87)|554|
13601|BANKURA|Indus|INDAS-II|Mahespur (28)|476|
13602|NORTH 24 PARAGANAS|Baduria|JAGANNATHPUR|Mahespur (80)|363|
13603|UTTAR DINAJPUR|Raiganj|KAMALABARI-II|Mahespur (173)|278|
13604|BANKURA|Ranibundh|AMBIKA NAGAR|Mahespur (52)|156|
13605|SOUTH 24 PARAGANAS|Basanti|BHARATGARH|Mahespur (152)|705|
13606|MURSHIDABAD|Beldanga - I|BHABTA-I|Mahespur (31)|1,371|
13607|HOWRAH|Uluberia - I|MAHESHPUR|Mahespur (68)|1,044|
13608|MALDAH|Ratua - I|SAMSI|Mahespur (70)|605|
13609|MURSHIDABAD|Bhagawangola - I|MAHANMADPUR|Mahespur (54)|352|
13610|SOUTH 24 PARAGANAS|Magrahat - I|IYARPUR|Maheswara (57)|722|
13611|HOOGHLY|Polba - Dadpur|AMNAN|Maheswarbati (79)|387|
13612|SOUTH 24 PARAGANAS|Budge Budge - II||Maheswarpur (55)|503|
13613|NADIA|Chakdah|RAUTARI|Maheswarpur (112)|746|
13614|SOUTH 24 PARAGANAS|Budge Budge - II|SOUTH BAWALI|Maheswarpur (55)|503|
13615|MURSHIDABAD|Raninagar - I|PAHARPUR|Maheswarpuri (32)|296|
13616|HOWRAH|Domjur|MOHIARY-I|Mahiari (CT) (0)|4,500|
13617|BANKURA|Barjora|HATASURIA|Mahidhara (91)|25|
13618|UTTAR DINAJPUR|Raiganj|SITGRAM|Mahigram (70)|426|
13619|MALDAH|Gazole|KARKACH|Mahil (156)|50|
13620|BIRBHUM|Rampurhat - II|KALUHA|Mahilapara (165)|68|
13621|UTTAR DINAJPUR|Kaliaganj|ANASTAPUR|Mahinagar (23)|774|
13622|UTTAR DINAJPUR|Itahar|PATIRAJPUR|Mahinagar (55)|243|
13623|MURSHIDABAD|Murshidabad Jiaganj|MUKUNDAPUR|Mahinagar (46)|705|
13624|MURSHIDABAD|Murshidabad Jiaganj|MUKUNDAPUR|Mahinagar Diar (47)|216|
13625|PURULIA|Raghunathpur - I|BABUGRAM|Mahinda Alias Babudergan (93)|296|
13626|DAKSHIN DINAJPUR|Tapan|RAMCHANDRAPUR|Mahindar (56)|177|
13627|PURBA BARDHAMAN|Jamalpur|PARATAL-I|Mahindar (104)|807|
13628|DAKSHIN DINAJPUR|Harirampur|BAIRHATTA|Mahindra (8)|1,043|
13629|MURSHIDABAD|Sagardighi|PATKELDANGA|Mahipal (161)|203|
13630|PURBA BARDHAMAN|Burdwan - II|GOBINDAPUR|Mahipal (142)|184|
13631|DARJEELING|Phansidewa|PHANSIDEWA-BANSGAON-KISMA|Mahipal (88)|447|
13632|HOOGHLY|Balagarh|MOHIPALPUR|Mahipalpur (74)|284|
13633|DAKSHIN DINAJPUR|Gangarampur|BELBARI-II|Mahipur (43)|254|
13634|PASCHIM BARDHAMAN|Ondal|DAKSHIN KHANDA|Mahira (CT) (35)|795|
13635|SOUTH 24 PARAGANAS|Falta|BELSINGHA-I|Mahirampur (44)|605|
13636|BIRBHUM|Mayureswar - I|MOLLARPUR-II|Mahisakura (2)|193|
13637|HOWRAH|Uluberia - I|BAHIRA|Mahisali (84)|1,130|
13638|JHARGRAM|Jamboni|CHILKIGARH|Mahisamura (214)|154|
13639|BANKURA|Saltora|TILURI|Mahisaradi (18)|106|
13640|UTTAR DINAJPUR|Goalpokhar - I|SAHAPUR-II|Mahisasur (105)|295|
13641|UTTAR DINAJPUR|Raiganj|BIRGHAI|Mahisbathan (215)|172|
13642|NADIA|Karimpur - II|RAHAMATPUR|Mahish Bathan (41)|3,315|
13643|MALDAH|Maldah (Old)|MAHISH BATHANI|Mahish Bathani (19)|1,239|
13644|PASCHIM MEDINIPUR|Salbani|DEBAGRAM|Mahish Doba (18)|126|
13645|BANKURA|Onda|KANTABARI|Mahish Doba (289)|65|
13646|BANKURA|Vishnupur|ULIARA|Mahish Khoar (67)|10|
13647|BANKURA|Chhatna|JAMTORA|Mahisha Danga (240)|12|
13648|NADIA|Karimpur - II|NANDANPUR|Mahisha Khola (27)|400|
13649|NORTH 24 PARAGANAS|Habra - I|KUMRA G.P|Mahisha Machhlandapur (132)|2,213|
13650|MURSHIDABAD|Samserganj|DOGACHINAPARA|Mahisha Thali (78)|1,032|
13651|BIRBHUM|Rajnagar|BHABANIPUR|Mahishagram (73)|0|
13652|NORTH 24 PARAGANAS|Gaighata|SIMULPUR|Mahishakati (95)|524|
13653|SOUTH 24 PARAGANAS|Sagar|GANGA SAGAR|Mahishamari (35)|713|
13654|PASCHIM MEDINIPUR|Sabang|BHEMUA|Mahishamura (259)|81|
13655|HOWRAH|Amta - II|TAJPUR|Mahishamuri (132)|450|
13656|PASCHIM MEDINIPUR|Salbani|KASHIJORA|Mahishara (260)|21|
13657|MURSHIDABAD|Beldanga - I|MOHULA-I|Mahishasthali (11)|654|
13658|MURSHIDABAD|Bhagawangola - I|MAHISASHTHALI|Mahishasthali (6)|0|
13659|DAKSHIN DINAJPUR|Kushmundi|DEUL|Mahishbathan (9)|292|
13660|COOCHBEHAR|Cooch Behar - II|AMBARI|Mahishbathan Dwitia Khanda (23)|104|
13661|COOCHBEHAR|Cooch Behar - II|KHAGRABARI|Mahishbathan Pratham Khanda (88)|1,046|
13662|NORTH 24 PARAGANAS|Barasat - II|KIRTIPUR-I|Mahishgadi (190)|1,840|
13663|NORTH 24 PARAGANAS|Barasat - II|KIRTIPUR-II|Mahishgadi (190)|1,840|
13664|PURBA BARDHAMAN|Jamalpur|JAROGRAM|Mahishgaria (85)|642|
13665|SOUTH 24 PARAGANAS|Jaynagar - II|MOYDAH|Mahishghat (42)|724|
13666|HOWRAH|Amta - I|CHANDRAPUR|Mahishgoha (209)|636|
13667|NORTH 24 PARAGANAS|Rajarhat|MOHISBATHAN-II|Mahishgot (20)|0|
13668|PURBA MEDINIPUR|Nanda Kumar|CHAK SIMULIA|Mahishgot (21)|532|
13669|HOWRAH|Sankrail|KANDUA|Mahishgot (22)|1,411|
13670|PURBA MEDINIPUR|Contai - I|MAHISAGOTE|Mahishgot (286)|585|
13671|HOWRAH|Domjur|UTTAR JHAPARDAHA|Mahishgote (1)|318|
13672|COOCHBEHAR|Tufanganj - II|MAHISH KUCHI-I|Mahishkuchi (62)|1,888|
13673|MURSHIDABAD|Hariharpara|HUMAIPUR|Mahishmara (23)|747|
13674|DARJEELING|Matigara|CHAMPASARI|Mahishmari (47)|1,350|
13675|PASCHIM BARDHAMAN|Salanpur|SALANPUR|Mahishmura (71)|172|
13676|HOWRAH|Domjur|UTTAR JHAPARDAHA|Mahishnala (4)|200|
13677|NADIA|Krishnagar - I|DOGACHHI|Mahishnengra (108)|759|
13678|DAKSHIN DINAJPUR|Hilli|DHALPARA|Mahishnota (45)|344|
13679|HOWRAH|Uluberia - II|TULSIBERIA|Mahishrekha (CT) (13)|1,032|
13680|SOUTH 24 PARAGANAS|Jaynagar - I|RAJAPUR KORABEG|Mahismari (132)|763|
13681|SOUTH 24 PARAGANAS|Jaynagar - I||Mahismari (132)|763|
13682|UTTAR DINAJPUR|Goalpokhar - I|MOHUA|Mahua (36)|3,421|
13683|BIRBHUM|Suri - I|BHURKUNA|Mahubona (135)|70|
13684|DAKSHIN DINAJPUR|Bansihari|BRAJABALLAVPUR|Mahugram (211)|418|
13685|DAKSHIN DINAJPUR|Tapan|MALANCHA|Mahukuri (250)|109|
13686|BIRBHUM|Mayureswar - I|KANACHI|Mahula (30)|395|
13687|BIRBHUM|Suri - I|KHATANGA|Mahula (179)|160|
13688|PURBA BARDHAMAN|Galsi - I|UCHCHAGRAM|Mahulara (0)|162|
13689|JHARGRAM|Gopiballavpur - I|SARIA|Mahulbani (144)|127|
13690|JHARGRAM|Binpur - I|RAMGARH|Mahulbani (640)|0|
13691|BANKURA|Raipur|RAIPUR|Mahulbani (102)|41|
13692|JHARGRAM|Nayagram|KHARIKAMATHANI|Mahuli (261)|12|
13693|JHARGRAM|Sankrail|ROHINI|Mahuli (206)|96|
13694|BIRBHUM|Bolpur Sriniketan|SIAN MULUK|Mahuli (119)|101|
13695|PASCHIM MEDINIPUR|Midnapore|DHARUA|Mahulia (20)|21|
13696|MALDAH|Bamangola|PAKUAHAT|Mahupaul (100)|80|
13697|BIRBHUM|Mayureswar - I|JHIKADDA|Mahurapur (71)|295|
13698|DAKSHIN DINAJPUR|Gangarampur|JAHANGIRPUR|Mahurkismat (118)|845|
13699|BIRBHUM|Labpur|BIPRATIKURI|Mahutar (49)|177|
13700|MURSHIDABAD|Beldanga - I|MIRZAPUR-II|Mahyampur (61)|2,046|
13701|MURSHIDABAD|Lalgola|MAIYA|Maia (2)|3,735|
13702|NADIA|Chapra|BAGBERIA|Maidanpur (84)|537|
13703|BANKURA|Simlapal|LAKSHMISAGAR|Maidhara (46)|327|
13704|HOOGHLY|Arambag|TIROL|Maigram (7)|696|
13705|NADIA|Ranaghat - II|JUGALKISHORE|Maijdia (77)|863|
13706|HOOGHLY|Balagarh|EKTERPUR|Maijdia (66)|501|
13707|HOOGHLY|Khanakul - I|RAMMOHAN-II|Maikhanda (107)|463|
13708|DAKSHIN DINAJPUR|Tapan|MALANCHA|Maildanga (257)|64|
13709|NADIA|Krishnagar - I|DIGNAGAR|Mailka (120)|269|
13710|JALPAIGURI|Maynaguri|MOYNAGURI|Mainaguri (CT) (0)|4,620|
13711|COOCHBEHAR|Cooch Behar - I|CHILKIRHAT|Mainaguri Kankanguri (207)|413|
13712|SOUTH 24 PARAGANAS|Diamond Harbour - I|BASULDANGA|Mainan (160)|189|
13713|HOWRAH|Amta - II|THALIA|Mainan (119)|662|
13714|HOOGHLY|Khanakul - I|THAKURANICHAK|Mainan (22)|1,422|
13715|JALPAIGURI|Dhupguri|MAGURMARI-II|Mainatali (77)|1,636|
13716|SOUTH 24 PARAGANAS|Kultali|MAIPITH BAIKUNTHAPUR|Maipit (165)|1,264|
13717|HOOGHLY|Pandua|JAYAR-DWARBASINI|Mairari (92)|335|
13718|PURBA MEDINIPUR|Contai - III|KUSUMPUR|Maisadangar (178)|33|
13719|PURBA MEDINIPUR|Contai - I|HARIPUR|Maisali (194)|256|
13720|BANKURA|Ranibundh|RAOTORA|Maisamura (147)|127|
13721|PURBA MEDINIPUR|Tamluk|BISHNUBAR-I|Maishali (127)|968|
13722|PURBA MEDINIPUR|Deshopran|SARDA|Maishamura (474)|269|
13723|SOUTH 24 PARAGANAS|Magrahat - II|MOGRAHAT WEST|Maitala (125)|462|
13724|SOUTH 24 PARAGANAS|Magrahat - II||Maitala (125)|462|
13725|BANKURA|Onda|MAJDIHA|Maitha (139)|80|
13726|BANKURA|Bankura - II|KOSTHIA|Maithagopinathpur (315)|325|
13727|BANKURA|Hirbandh|BAHARAMURI|Maiti Bandh (101)|77|
13728|SOUTH 24 PARAGANAS|Magrahat - II|GOKORNE|Maitir Hat (188)|126|
13729|SOUTH 24 PARAGANAS|Magrahat - II||Maitir Hat (188)|126|
13730|PURBA MEDINIPUR|Ramnagar - I|PADIMA-II|Maitrapur (94)|290|
13731|DAKSHIN DINAJPUR|Balurghat|CHINGISHPUR|Majatpur (308)|141|
13732|NADIA|Ranaghat - I|HABIBPUR|Majdia (125)|709|
13733|NADIA|Nabadwip|MAIJDIA PANSILA|Majdia (18)|2,602|
13734|NADIA|Ranaghat - I|ANULIA|Majdia (125)|709|
13735|BANKURA|Vishnupur|BANKADAHA|Majdiha (142)|367|
13736|BANKURA|Onda|MAJDIHA|Majdiha (194)|262|
13737|NORTH 24 PARAGANAS|Bongaon|GANGANANDAPUR|Majdob (24)|126|
13738|SOUTH 24 PARAGANAS|Bishnupur - I||Majerdari (94)|201|
13739|SOUTH 24 PARAGANAS|Bishnupur - I|AMGACHHIA|Majerdari (94)|201|
13740|BANKURA|Ranibundh|BARIKUL|Majgerya (182)|245|
13741|MURSHIDABAD|Raninagar - II|KALINAGAR-I|Majhardiar (88)|2,271|
13742|NADIA|Krishnaganj|TALDAHA MAJDIA|Majhdia (59)|3,134|
13743|NADIA|Chakdah|KANCHRAPARA|Majher Char (P) (54)|979|
13744|NADIA|Nakashipara|MAJHER GRAM|Majhergram (13)|712|
13745|PURBA BARDHAMAN|Manteswar|MAJHERGRAM|Majhergram (133)|786|
13746|SOUTH 24 PARAGANAS|Budge Budge - II|NASKARPUR|Majherhat (96)|591|
13747|SOUTH 24 PARAGANAS|Budge Budge - II||Majherhat (96)|591|
13748|BIRBHUM|Dubrajpur|PARULIA|Majhgram (72)|222|
13749|DAKSHIN DINAJPUR|Tapan|DWIPKHANDA|Majhi Khanda (139)|163|
13750|NORTH 24 PARAGANAS|Barrackpur - I|MAJHIPARA - PALASHI|Majhi Para (27)|1,183|
13751|UTTAR DINAJPUR|Chopra|MAJHIAL-I|Majhiali (41)|407|
13752|UTTAR DINAJPUR|Kaliaganj|BARUNA|Majhiar (220)|488|
13753|JHARGRAM|Nayagram|BALIGERIA|Majhibar (195)|3|
13754|PASCHIM BARDHAMAN|Kanksa|BIDBIHAR|Majhidanga (10)|0|
13755|BANKURA|Chhatna|JHUNJKA|Majhidi (65)|284|
13756|DAKSHIN DINAJPUR|Balurghat|BHATPARA|Majhigram (129)|262|
13757|MALDAH|Maldah (Old)|JATRA DANGA|Majhilkhan (74)|64|
13758|DAKSHIN DINAJPUR|Balurghat|JALGHAR|Majhina (73)|63|
13759|PASCHIM BARDHAMAN|Salanpur|ALLADI|Majhladi (13)|70|
13760|UTTAR DINAJPUR|Goalpokhar - I|POKHERIA|Majhok (27)|931|
13761|HOWRAH|Jagatballavpur|ISLAMPUR|Majhu Khetra (77)|816|
13762|PASCHIM BARDHAMAN|Barabani|BARABANI|Majiara (CT) (43)|1,263|
13763|PURBA BARDHAMAN|Purbasthali - II|MAJIDA|Majida (31)|2,369|
13764|PURBA BARDHAMAN|Mangolkote|MAJHIGRAM|Majigram (91)|1,776|
13765|PURBA MEDINIPUR|Contai - I|MAJILAPUR|Majila Pur (552)|704|
13766|BANKURA|Saltora|SALMA|Majit (42)|205|
13767|BIRBHUM|Rampurhat - I|BARSHAL|Majkhanda (23)|504|
13768|BANKURA|Patrasayer|BALSI-II|Majkuri (86)|360|
13769|MALDAH|Gazole|PANDUA|Majlisbag (46)|212|
13770|NORTH 24 PARAGANAS|Barasat - II|SASHON|Majlishpur (204)|306|
13771|UTTAR DINAJPUR|Goalpokhar - I|DHARAMPUR-II|Majlishpur (4)|1,567|
13772|NADIA|Karimpur - I|KARIMPUR-II|Majlispur (85)|572|
13773|SOUTH 24 PARAGANAS|Falta|DEBIPUR|Majlisur (77)|330|
