|Sl No.|District|Block|Gram Panchayat|Village|Household|
4664|SOUTH 24 PARAGANAS|Bishnupur - II||Chanddandaha (CT) (37)|2,760|
4665|PURBA MEDINIPUR|Contai - I|RAIPUR PASCHIMBAR|Chanddia Dundibar (234)|200|
4666|NADIA|Tehatta - I|CHANDERGHAT|Chanderghat (30)|2,957|
4667|COOCHBEHAR|Dinhata - II|CHOWDHURYHAT|Chanderkuthi (239)|1,021|
4668|UTTAR DINAJPUR|Kaliaganj|MUSTAFA NAGAR|Chandgaon (116)|360|
4669|BANKURA|Indus|DIGHALGRAM|Chandgram (117)|319|
4670|DAKSHIN DINAJPUR|Tapan|DWIPKHANDA|Chandhati (137)|210|
4671|SOUTH 24 PARAGANAS|Bishnupur - II||Chandi (101)|3,134|
4672|SOUTH 24 PARAGANAS|Bishnupur - II|CHANDI|Chandi (101)|3,134|
4673|HOOGHLY|Balagarh|DUMUR DAHA NITYANANDAPUR-I|Chandi Gachha (80)|962|
4674|HOOGHLY|Haripal|HARIPAL ASHUTOSH|Chandi Nagar (69)|519|
4675|PASCHIM MEDINIPUR|Debra|DEBRA-II|Chandia (443)|143|
4676|PURBA MEDINIPUR|Contai - I|RAIPUR PASCHIMBAR|Chandia Darbarikhanibar (236)|12|
4677|PURBA MEDINIPUR|Contai - I|RAIPUR PASCHIMBAR|Chandia Haibatbar (235)|24|
4678|JHARGRAM|Gopiballavpur - II|TAPSIA|Chandias (163)|126|
4679|SOUTH 24 PARAGANAS|Canning - II|DEULI-I|Chandibari (4)|1,033|
4680|MURSHIDABAD|Khargram|JOYPUR|Chandibati (64)|356|
4681|PURBA MEDINIPUR|Moyna|BAKCHA|Chandibeniya (243)|912|
4682|PURBA MEDINIPUR|Deshopran|AMTALIA|Chandibhetibar (442)|99|
4683|PURBA MEDINIPUR|Deshopran|DHOBABERIA|Chandibhetti (455)|620|
4684|BIRBHUM|Nanoor|CHANDIDAS NANOOR|Chandidas Nanur (65)|1,902|
4685|SOUTH 24 PARAGANAS|Falta|FALTA|Chandideul (22)|1,292|
4686|NORTH 24 PARAGANAS|Habra - II|BERABARI|Chandigachha (21)|750|
4687|NORTH 24 PARAGANAS|Gaighata|JALESWAR-I|Chandigar (24)|1,056|
4688|SOUTH 24 PARAGANAS|Thakurpukur Mahestola|CHATTA|Chandigarh (31)|5,274|
4689|NORTH 24 PARAGANAS|Basirhat - II|RAJENDRAPUR|Chandigari (91)|817|
4690|NORTH 24 PARAGANAS|Amdanga|CHANDIGARH|Chandigor (31)|496|
4691|NORTH 24 PARAGANAS|Barasat - I|KADAMBAGACHHI|Chandigori (109)|517|
4692|UTTAR DINAJPUR|Itahar|DURGAPUR|Chandigram (137)|615|
4693|MURSHIDABAD|Sagardighi|PATKELDANGA|Chandigram Raghunathpur (107)|555|
4694|ALIPURDUAR|Alipurduar - II|CHAPARERPAR-I|Chandijhar (63)|1,156|
4695|DAKSHIN DINAJPUR|Gangarampur|UDAY|Chandipara (186)|80|
4696|DAKSHIN DINAJPUR|Bansihari|ELLAHABAD|Chandipukur (231)|103|
4697|SOUTH 24 PARAGANAS|Kakdwip|BAPUJI|Chandipur (14)|2,686|
4698|SOUTH 24 PARAGANAS|Baruipur||Chandipur (46)|738|
4699|MURSHIDABAD|Murshidabad Jiaganj|BAHADURPUR|Chandipur (24)|599|
4700|SOUTH 24 PARAGANAS|Bhangar - I|JAGULGACHI|Chandipur (96)|226|
4701|SOUTH 24 PARAGANAS|Budge Budge - II|NORTH BAWALI|Chandipur (47)|4,152|
4702|DAKSHIN DINAJPUR|Tapan|RAMCHANDRAPUR|Chandipur (177)|160|
4703|PASCHIM MEDINIPUR|Daspur - I|NIJ-NARAJOLE|Chandipur (7)|501|
4704|MALDAH|Manikchak|UTTAR CHANDIPUR|Chandipur (30)|5,516|
4705|PURBA BARDHAMAN|Bhatar|BAMUNARA|Chandipur (41)|352|
4706|PURBA BARDHAMAN|Purbasthali - II|MERTALA|Chandipur (34)|359|
4707|SOUTH 24 PARAGANAS|Jaynagar - II|MOYDAH|Chandipur (39)|487|
4708|PASCHIM MEDINIPUR|Midnapore|SIROMONI|Chandipur (197)|263|
4709|PURBA BARDHAMAN|Ausgram - II|ERAL|Chandipur (100)|822|
4710|MALDAH|Bamangola|PAKUAHAT|Chandipur (106)|170|
4711|NADIA|Nakashipara|HARANAGAR|Chandipur (30)|853|
4712|SOUTH 24 PARAGANAS|Bhangar - I||Chandipur (96)|226|
4713|BIRBHUM|Nanoor|BARA-SAOTA|Chandipur (44)|437|
4714|MALDAH|Manikchak|HIRANANDAPUR|Chandipur (30)|5,516|
4715|SOUTH 24 PARAGANAS|Sagar|GANGA SAGAR|Chandipur (33)|620|
4716|BANKURA|Onda|NIKUNJAPUR|Chandipur (131)|188|
4717|BANKURA|Saltora|DHEKIT|Chandipur (66)|78|
4718|PURBA BARDHAMAN|Memari - II|KUCHUT|Chandipur (64)|363|
4719|SOUTH 24 PARAGANAS|Kulpi|CHANDIPUR|Chandipur (169)|1,505|
4720|BIRBHUM|Rampurhat - II|SAHAPUR|Chandipur (62)|1,080|
4721|PURBA MEDINIPUR|Chandipur|BRINDABANPUR-I|Chandipur (96)|600|
4722|MALDAH|Chanchal - I|BHAGABANPUR|Chandipur (40)|151|
4723|SOUTH 24 PARAGANAS|Baruipur|KALYANPUR|Chandipur (46)|738|
4724|HOWRAH|Uluberia - I|CHANDIPUR|Chandipur (9)|1,220|
4725|UTTAR DINAJPUR|Kaliaganj|BARUNA|Chandipur (140)|296|
4726|DAKSHIN DINAJPUR|Bansihari|BRAJABALLAVPUR|Chandipur (212)|181|
4727|BIRBHUM|Nalhati - I|BANIOR|Chandipur (6)|147|
4728|PURBA MEDINIPUR|Mahisadal|LAKSHYA-I|Chandipur (160)|529|
4729|MALDAH|English Bazar|KAZIGRAM|Chandipur (83)|1,136|
4730|SOUTH 24 PARAGANAS|Budge Budge - II||Chandipur (47)|4,152|
4731|SOUTH 24 PARAGANAS|Gosaba|BIPRADASPUR|Chandipur (80)|1,392|
4732|PURBA BARDHAMAN|Raina - I|SEHERA|Chandipur (54)|201|
4733|NORTH 24 PARAGANAS|Baduria|CHANDIPUR|Chandipur (11)|3,229|
4734|HOWRAH|Shyampur - I|BELARI|Chandipur (134)|475|
4735|MURSHIDABAD|Bhagawangola - I|MAHISASHTHALI|Chandipur Ramkantapur (51)|729|
4736|MALDAH|Manikchak|DAKSHIN CHANDIPUR|Chandipur Tafir (18)|835|
4737|MALDAH|Manikchak|HIRANANDAPUR|Chandipurmal (4)|620|
4738|MALDAH|Manikchak|UTTAR CHANDIPUR|Chandipurmal (4)|620|
4739|NADIA|Haringhata|BEROHI-I|Chandirampur (5)|1,167|
4740|COOCHBEHAR|Cooch Behar - I|GHUGHUMARI|Chandisal (144)|155|
4741|HOOGHLY|Chanditala - II|CHANDITALA|Chanditala (85)|1,072|
4742|MURSHIDABAD|Nawda|MADHUPUR|Chandkati (19)|1,884|
4743|MURSHIDABAD|Khargram|BALIA|Chandkhali (133)|159|
4744|SOUTH 24 PARAGANAS|Baruipur|DHAPDHAPI-I|Chandkhali (103)|1,405|
4745|SOUTH 24 PARAGANAS|Baruipur||Chandkhali (103)|1,405|
4746|NADIA|Santipur|HARIPUR|Chandkuri (15)|732|
4747|PASCHIM MEDINIPUR|Sabang|DANRRA|Chandkuri (169)|363|
4748|PASCHIM MEDINIPUR|Sabang|DANRRA|Chandkuri Batitaki (168)|176|
4749|DAKSHIN DINAJPUR|Bansihari|BRAJABALLAVPUR|Chandmukh (208)|308|
4750|SOUTH 24 PARAGANAS|Diamond Harbour - II|PATRA|Chandnagar (86)|825|
4751|UTTAR DINAJPUR|Itahar|DURGAPUR|Chandol (20)|350|
4752|SOUTH 24 PARAGANAS|Falta|BELSINGHA-II|Chandpala Anantapathpur (31)|1,741|
4753|MURSHIDABAD|Sagardighi|MONIGRAM|Chandpara (40)|1,118|
4754|BIRBHUM|Rampurhat - II|DUNIGRAM|Chandpara (184)|785|
4755|BANKURA|Sarenga|GARGARIA|Chandpara (357)|0|
4756|BANKURA|Raipur|DHANARA|Chandpara (233)|184|
4757|NORTH 24 PARAGANAS|Gaighata|CHANDPARA|Chandpara (CT) (57)|3,349|
4758|NADIA|Krishnagar - I|BHIMPUR|Chandpur (930)|760|
4759|HOOGHLY|Pandua|RAMESWARPUR GOPALNAGAR|Chandpur (75)|454|
4760|MALDAH|Kaliachak - III|PAR DEONAPUR SOVAPUR|Chandpur (204)|0|
4761|HOOGHLY|Goghat - II|HAZIPUR|Chandpur (168)|296|
4762|SOUTH 24 PARAGANAS|Sonarpur||Chandpur (20)|1,241|
4763|MALDAH|Ratua - II|PARANPUR|Chandpur (126)|1,545|
4764|PURBA MEDINIPUR|Kolaghat|SAGARBARH|Chandpur (232)|187|
4765|SOUTH 24 PARAGANAS|Bishnupur - II|KHANGANBERIA|Chandpur (25)|690|
4766|MURSHIDABAD|Beldanga - II|KAMNAGAR|Chandpur (81)|461|
4767|MALDAH|Manikchak|ENAYETPUR|Chandpur (59)|121|
4768|PASCHIM MEDINIPUR|Sabang|MOHAR|Chandpur (265)|204|
4769|SOUTH 24 PARAGANAS|Bhangar - I||Chandpur (124)|596|
4770|NADIA|Chapra|KALINGA|Chandpur (36)|108|
4771|MURSHIDABAD|Domkal|GARIBPUR|Chandpur (58)|1,191|
4772|PASCHIM MEDINIPUR|Daspur - I|BASUDEVPUR|Chandpur (33)|410|
4773|SOUTH 24 PARAGANAS|Bishnupur - II||Chandpur (25)|690|
4774|HOWRAH|Shyampur - I|BALICHATURY|Chandpur (116)|741|
4775|HOOGHLY|Balagarh|SOMRA-I|Chandpur (46)|144|
4776|NADIA|Karimpur - II|DIGHALKANDI|Chandpur (52)|525|
4777|NADIA|Ranaghat - II|KAMALPUR|Chandpur (64)|789|
4778|MURSHIDABAD|Suti - I|BANSBATI|Chandpur (108)|32|
4779|NADIA|Krishnaganj|MATIARY BANPUR|Chandpur (49)|134|
4780|PURBA BARDHAMAN|Purbasthali - I|SRIRAMPUR|Chandpur (134)|740|
4781|HOOGHLY|Dhaniakhali|BHANDERHATI-II|Chandpur (63)|641|
4782|MURSHIDABAD|Sagardighi|BANNYESWAR|Chandpur (2)|54|
4783|MURSHIDABAD|Nawda|CHANDPUR|Chandpur (38)|2,794|
4784|NORTH 24 PARAGANAS|Baduria|BAGJOLA|Chandpur (39)|350|
4785|MALDAH|Gazole|PANDUA|Chandpur (58)|122|
4786|SOUTH 24 PARAGANAS|Sonarpur|KAMRABAD|Chandpur (20)|1,241|
4787|NORTH 24 PARAGANAS|Hasnabad|MAKHALGACHHA|Chandpur (34)|551|
4788|MURSHIDABAD|Raninagar - I|PAHARPUR|Chandpur (36)|96|
4789|BANKURA|Simlapal|DUBRAJPUR|Chandpur (172)|284|
4790|BANKURA|Indus|KARISUNDA|Chandpur (44)|141|
4791|NORTH 24 PARAGANAS|Deganga|CHAMPATAIA|Chandpur (71)|2,715|
4792|SOUTH 24 PARAGANAS|Bhangar - I|BODRA|Chandpur (124)|596|
4793|NORTH 24 PARAGANAS|Bagda|ASHARU|Chandpur (62)|2,239|
4794|NORTH 24 PARAGANAS|Barrackpur - II|BILKANDA-II|Chandpur (CT) (0)|2,843|
4795|SOUTH 24 PARAGANAS|Mandirbazar|CHANDPUR CHAITANYAPUR|Chandpur (M) (161)|1,919|
4796|MURSHIDABAD|Sagardighi|BANNYESWAR|Chandpur Chak (4)|8|
4797|HOOGHLY|Balagarh|SRIPUR BALAGARH|Chandra (97)|1,200|
4798|BANKURA|Chhatna|JIRRAH|Chandra (32)|88|
4799|BANKURA|Saltora|GOGRA|Chandra (157)|294|
4800|NADIA|Santipur|ARBANDI-I|Chandra (37)|1,349|
4801|PASCHIM MEDINIPUR|Midnapore|CHANDRA|Chandra (72)|187|
4802|PURULIA|Raghunathpur - II|NILDIH|Chandra (139)|133|
4803|BANKURA|Onda|NIKUNJAPUR|Chandra Gopalpur (120)|135|
4804|JHARGRAM|Nayagram|CHANDRAREKHA|Chandra Rekha (187)|129|
4805|HOOGHLY|Arambag|ARANDI-II|Chandraban (171)|799|
4806|HOWRAH|Bagnan - II|CHANDRABHAG|Chandrabhag (90)|447|
4807|DAKSHIN DINAJPUR|Balurghat|CHAK BHRIGU|Chandradaula (104)|61|
4808|SOUTH 24 PARAGANAS|Bishnupur - II||Chandrahati (3)|601|
4809|HOOGHLY|Pandua|BELUN-DHAMASIN|Chandrahati (113)|492|
4810|SOUTH 24 PARAGANAS|Bishnupur - II|KHAGRAMURI|Chandrahati (3)|601|
4811|DAKSHIN DINAJPUR|Tapan|RAMPARA CHENCHRA|Chandrail (15)|265|
4812|MALDAH|Gazole|BAIRGACHHI-I|Chandrail (29)|1,539|
4813|BANKURA|Onda|MEDINIPUR|Chandrakona (149)|281|
4814|SOUTH 24 PARAGANAS|Basanti|BASANTI|Chandrakona (158)|261|
4815|PURBA MEDINIPUR|Sahid Matangini|DHALHARA|Chandramer (81)|362|
4816|JHARGRAM|Binpur - I|RAMGARH|Chandramohanpur (639)|18|
4817|BANKURA|Onda|PUNISOLE|Chandramonipur (4)|88|
4818|HOWRAH|Amta - I|CHANDRAPUR|Chandrapur (208)|1,371|
4819|NORTH 24 PARAGANAS|Barasat - I|KASHIMPUR|Chandrapur (92)|1,244|
4820|NADIA|Chakdah|TATLA-I|Chandrapur (6)|328|
4821|BIRBHUM|Dubrajpur|HETAMPUR|Chandrapur (169)|0|
4822|HOWRAH|Bagnan - I|BAGNAN-II|Chandrapur (CT) (58)|1,015|
4823|PASCHIM MEDINIPUR|Garbeta - I|GARHBETA|Chandrerbankata (581)|105|
4824|JHARGRAM|Jhargram|CHANDRI|Chandri (811)|369|
4825|PURBA MEDINIPUR|Contai - III|KUSUMPUR|Chandrikala Punja (171)|97|
4826|MURSHIDABAD|Khargram|BALIA|Chandsingbati (154)|461|
4827|HOOGHLY|Arambag|MADHABPUR|Chandsit (42)|81|
4828|JHARGRAM|Nayagram|BALIGERIA|Chandua (280)|67|
4829|SOUTH 24 PARAGANAS|Budge Budge - II||Chandua (79)|278|
4830|SOUTH 24 PARAGANAS|Budge Budge - II|BURUL|Chandua (79)|278|
4831|PURBA BARDHAMAN|Burdwan - I|BELKASH|Chandul (14)|637|
4832|HOWRAH|Jagatballavpur|JAGATBALLAVPUR-I|Chandul (12)|286|
4833|HOOGHLY|Tarakeswar|SANTOSHPUR|Chandur (23)|842|
4834|DAKSHIN DINAJPUR|Gangarampur|ASOKEGRAM|Chandura (157)|164|
4835|NADIA|Kaliganj|MATIARY|Chanduria (78)|170|
4836|NADIA|Chakdah|CHANDURIA-I|Chanduria (CT) (38)|4,052|
4837|PURBA BARDHAMAN|Burdwan - I|RAYAN-II|Chandutia (102)|312|
4838|NADIA|Karimpur - I|JAMSERPUR|Changachha (128)|113|
4839|PURULIA|Raghunathpur - II|NUTANDIH|Changuri (55)|104|
4840|BIRBHUM|Suri - I|MALLICKPUR|Changuria (76)|310|
4841|NORTH 24 PARAGANAS|Amdanga|CHANDIGARH|Chankia (38)|365|
4842|NORTH 24 PARAGANAS|Basirhat - II|CHAMPA PUKUR|Chanpa Pukhuria (55)|1,932|
4843|PASCHIM MEDINIPUR|Salbani|DEBAGRAM|Chanpa Sol (19)|128|
4844|PURBA MEDINIPUR|Ramnagar - I|PADIMA-I|Chanpabani (80)|242|
4845|BANKURA|Raipur|RAIPUR|Chanpabani (60)|174|
4846|HOWRAH|Shyampur - II|BACHRI|Chanpabar (21)|628|
4847|HOOGHLY|Tarakeswar|CHAMPADANGA|Chanpadanga (67)|3,429|
4848|NORTH 24 PARAGANAS|Habra - II|DIGHRAMALIKBERIA|Chanpagachhi (48)|177|
4849|NORTH 24 PARAGANAS|Minakhan|CHAMPALI|Chanpali (150)|1,171|
4850|HOOGHLY|Khanakul - II|PALASPAI-I|Chanpanagari (144)|242|
4851|HOOGHLY|Chinsurah - Magra|DIGSUIHOERA|Chanparai (6)|1,009|
4852|BANKURA|Hirbandh|MOLIAN|Chanpasol (78)|312|
4853|PASCHIM MEDINIPUR|Midnapore|DHARUA|Chanpasol (8)|33|
4854|NORTH 24 PARAGANAS|Hasnabad|BARUNHAT RAMESWARPUR|Chanpatala (64)|108|
4855|PURBA MEDINIPUR|Mahisadal|LAKSHYA-II|Chanpi (146)|900|
4856|PASCHIM BARDHAMAN|Faridpur Durgapur|ICHHAPUR|Chapabandi (37)|41|
4857|PURULIA|Santuri|BALITORA|Chapabera Chak (21)|0|
4858|HOOGHLY|Dhaniakhali|DHANAKHALI-I|Chapabere (98)|485|
4859|ALIPURDUAR|Madarihat|RANGLI BAZNA|Chapaguri (24)|550|
4860|DAKSHIN DINAJPUR|Hilli|DHALPARA|Chapahat (37)|333|
4861|NADIA|Kaliganj|KALIGANJ|Chapai (26)|254|
4862|PURBA MEDINIPUR|Bhagawanpur - I|MAHAMMADPUR-II|Chapal Ghata (13)|82|
4863|BANKURA|Raipur|MANDALKULI|Chapapal (260)|69|
4864|DAKSHIN DINAJPUR|Kushmundi|KALIKAMORA|Chapapara (49)|62|
4865|NORTH 24 PARAGANAS|Bagda|ASHARU|Chaparai (58)|328|
4866|ALIPURDUAR|Alipurduar - I|BANCHUKAMARI|Chapatali (43)|941|
4867|BANKURA|Bankura - II|BIKNA|Chapatara (256)|291|
4868|PURBA MEDINIPUR|Tamluk|PIPULBERIA-I|Chapbasan (133)|716|
4869|PURBA MEDINIPUR|Kolaghat|BRINDABANCHAK|Chapda (241)|668|
4870|BIRBHUM|Khoyrasol|PANCHRA|Chapla (168)|136|
4871|SOUTH 24 PARAGANAS|Mathurapur - II|DIGHPAR BAKULTALA|Chaplarkhop (124)|870|
4872|NORTH 24 PARAGANAS|Habra - II|BHURKUNDA|Chapra (26)|617|
4873|NADIA|Ranaghat - II|RAGHUNATHPUR HIJULI-I|Chapra (111)|1,424|
4874|DAKSHIN DINAJPUR|Kushmundi|AKCHA|Chapra (4)|186|
4875|NADIA|Kaliganj|KALIGANJ|Chapra (21)|352|
4876|UTTAR DINAJPUR|Raiganj|SITGRAM|Chapra (67)|215|
4877|NADIA|Chapra|CHAPRA-I|Chapra (CT) (39)|2,471|
4878|NADIA|Krishnagar - I|DIGNAGAR|Chapra Dignagar (82)|1,014|
4879|UTTAR DINAJPUR|Islampur|ISLAMPUR|Chaprajhar (P) (57)|1,685|
4880|ALIPURDUAR|Alipurduar - II|CHAPARERPAR-I|Chaprarpar (54)|937|
4881|PURULIA|Kashipur|BARRAH|Chapri (133)|170|
4882|HOOGHLY|Serampur Uttarpara|PIARAPUR|Chapsara (2)|361|
4883|HOOGHLY|Pandua|SIKHIRA-CHAMPTA|Chapta (138)|760|
4884|PASCHIM BARDHAMAN|Raniganj|RATIBATI|Chapui (CT) (3)|830|
4885|NADIA|Karimpur - II|NATIDANGA-I|Char Adityapur (15)|223|
4886|NADIA|Karimpur - II|NARAYANPUR-II|Char Ajlampur (25)|40|
4887|MALDAH|Kaliachak - II|RAJNAGAR|Char Babupur (29)|37|
4888|NADIA|Kaliganj|FARIDPUR|Char Balidanga (97)|0|
4889|MURSHIDABAD|Berhampore|HARIDASMATI|Char Begpur (86)|193|
4890|NADIA|Krishnagar - II|BELPUKUR|Char Behala (9)|12|
4891|MURSHIDABAD|Hariharpara|DHARAMPUR|Char Bhagirathpur (49)|114|
4892|SOUTH 24 PARAGANAS|Basanti|CHARAVIDYA|Char Bidyarabad (58)|3,409|
4893|NADIA|Karimpur - II|NARAYANPUR-II|Char Brindabanpur (22)|723|
4894|MURSHIDABAD|Jalangi|SAHEBNAGAR|Char Chandanpur Sahar (44)|94|
4895|PURBA MEDINIPUR|Sahid Matangini|DHALHARA|Char Chandramer (290)|0|
4896|MURSHIDABAD|Murshidabad Jiaganj|TENTULIA|Char Chatra (89)|0|
4897|PURBA BARDHAMAN|Purbasthali - II|MERTALA|Char Chuadanga (35)|145|
4898|PURBA BARDHAMAN|Purbasthali - II|MAJIDA|Char Chuadanga (35)|145|
4899|MURSHIDABAD|Raghunathganj - I|RANINAGAR|Char Dafarpur (91)|50|
4900|NADIA|Kaliganj|GOBRA|Char Dattabati (46)|0|
4901|MURSHIDABAD|Beldanga - II|RAM NAGAR BACHHRA|Char Erar Danga (102)|0|
4902|PURBA MEDINIPUR|Nandigram - I|NANDIGRAM|Char Galya (150)|254|
4903|MURSHIDABAD|Raninagar - I|ISLAMPUR|Char Garamgari (57)|473|
4904|NADIA|Ranaghat - I|NAW PARA MASUNDA|Char Gaur Nagar (190)|0|
4905|NADIA|Karimpur - II|NATIDANGA-II|Char Gaurbhanga (16)|169|
4906|NADIA|Kaliganj|KALIGANJ|Char Gopalpur (119)|0|
4907|MURSHIDABAD|Berhampore|MADANPUR|Char Harharia (155)|109|
4908|MURSHIDABAD|Raninagar - I|PAHARPUR|Char Hulaspur (34)|94|
4909|NADIA|Chakdah|KANCHRAPARA|Char Jadubati (P) (53)|423|
4910|NADIA|Chakdah|KANCHRAPARA|Char Jajira (194)|1,283|
4911|PURBA BARDHAMAN|Purbasthali - II|MAJIDA|Char Jhaudanga (30)|0|
4912|MURSHIDABAD|Domkal|GARIBPUR|Char Jitpur (61)|0|
4913|MURSHIDABAD|Domkal|JURANPUR|Char Jnagar (63)|555|
4914|NADIA|Chakdah|KANCHRAPARA|Char Kancharapara (P) (56)|2,618|
4915|NADIA|Kaliganj|RAJARAMPUR GHORAIKSHETRA|Char Khosalpur (107)|12|
4916|MURSHIDABAD|Domkal|GARIBPUR|Char Kusbaria (62)|6|
4917|NADIA|Kaliganj|KALIGANJ|Char Lakhuria (17)|0|
4918|MURSHIDABAD|Sagardighi|PATKELDANGA|Char Lalitakuri (179)|8|
4919|MURSHIDABAD|Murshidabad Jiaganj|MUKUNDAPUR|Char Mahimapur (49)|161|
4920|NADIA|Nabadwip|CHARMAJDIACHARBRAHMANAGAR|Char Maijdia (CT) (19)|1,131|
4921|MURSHIDABAD|Hariharpara|MALOPARA G.P|Char Malopara (63)|12|
4922|NORTH 24 PARAGANAS|Bagda|SINDRANI|Char Mandalbhag (5)|2,549|
4923|NADIA|Kaliganj|KALIGANJ|Char Manikdihi (15)|0|
4924|MURSHIDABAD|Sagardighi|KABILPUR|Char Mathurapur (143)|1,439|
4925|NADIA|Karimpur - II|NANDANPUR|Char Mirza Nagar (31)|75|
4926|MURSHIDABAD|Beldanga - I|MIRZAPUR-I|Char Mirzapur (65)|735|
4927|NADIA|Chakdah|KANCHRAPARA|Char Modhusudanpur (195)|826|
4928|NADIA|Karimpur - II|NATIDANGA-II|Char Moktappur (17)|1,474|
4929|MURSHIDABAD|Bhagawangola - II|SARALPUR|Char Molladanga (125)|1,153|
4930|MURSHIDABAD|Domkal|GHORAMARA|Char Momenpur (80)|67|
4931|NADIA|Chakdah|KANCHRAPARA|Char Nandan Bati (55)|138|
4932|NORTH 24 PARAGANAS|Hasnabad|HASNABAD|Char Narayanpur (63)|0|
4933|MURSHIDABAD|Berhampore|HARIDASMATI|Char Narayanpur (84)|141|
4934|NADIA|Karimpur - II|NANDANPUR|Char Nazirpur (30)|74|
4935|HOOGHLY|Balagarh|SOMRA-I|Char Noapara (137)|0|
4936|JHARGRAM|Nayagram|KHARIKAMATHANI|Char Pada (200)|55|
4937|NADIA|Kaliganj|PLASSEY-II|Char Palasi (3)|0|
4938|MURSHIDABAD|Berhampore|MADANPUR|Char Panchananpur (156)|17|
4939|MURSHIDABAD|Domkal|SARANGPUR|Char Panchananpur (2)|0|
4940|MURSHIDABAD|Raninagar - I|LOCHANPUR|Char Pirojpur (24)|248|
4941|NADIA|Chakdah|SARATI|Char Raghunathpur (193)|0|
4942|MURSHIDABAD|Murshidabad Jiaganj|DANGAPARA|Char Ramipur (104)|0|
4943|NADIA|Kaliganj|PLASSEY-I|Char Ramnagar (118)|0|
4944|HOOGHLY|Balagarh|CHAR KRISHNABATI|Char Rampur (14)|59|
4945|NADIA|Ranaghat - I|TARAPUR|Char Rasulpur (195)|0|
4946|MURSHIDABAD|Domkal|GARIBPUR|Char Sahajadpur (56)|72|
4947|MURSHIDABAD|Domkal|BHAGIRATHPUR|Char Salikadaha (52)|182|
4948|MURSHIDABAD|Raghunathganj - II|SEKENDRA|Char Sekandara (11)|110|
4949|NADIA|Kaliganj|KALIGANJ|Char Serpur (16)|0|
4950|MURSHIDABAD|Hariharpara|SWARUPPUR|Char Sibnagar (55)|0|
4951|NADIA|Kaliganj|GOBRA|Char Sitahati (45)|0|
4952|MURSHIDABAD|Sagardighi|PATKELDANGA|Char Sitesnagar (144)|0|
4953|NADIA|Kaliganj|GOBRA|Char Sriharipur (43)|0|
4954|NADIA|Ranaghat - I|NAW PARA MASUNDA|Char Sripur (188)|10|
4955|HOOGHLY|Balagarh|CHAR KRISHNABATI|Char Sultanpur (1)|0|
4956|HOOGHLY|Balagarh|SOMRA-I|Char Sundalpur (17)|151|
4957|MURSHIDABAD|Sagardighi|PATKELDANGA|Char Sundarpur (180)|120|
4958|MURSHIDABAD|Domkal|SARANGPUR|Char Syampur (4)|662|
4959|NADIA|Kaliganj|PLASSEY-II|Char Tejnagar (1)|0|
4960|MURSHIDABAD|Hariharpara|DHARAMPUR|Char Tekona (40)|0|
4961|HOWRAH|Shyampur - II|BACHRI|Charabasulya (38)|162|
4962|BANKURA|Gangajalghati|KAPISTA|Charadihi (127)|77|
4963|SOUTH 24 PARAGANAS|Budge Budge - II||Charadongaria (66)|256|
4964|SOUTH 24 PARAGANAS|Budge Budge - II|SATGACHHIA|Charadongaria (66)|256|
4965|SOUTH 24 PARAGANAS|Jaynagar - I|RAJAPUR KORABEG|Charaghata (85)|1,822|
4966|SOUTH 24 PARAGANAS|Jaynagar - I||Charaghata (85)|1,822|
4967|SOUTH 24 PARAGANAS|Jaynagar - I|DHOSA CHANDANESWAR|Charaghata (85)|1,822|
4968|MALDAH|Habibpur|BAIDYAPUR|Charaigola (36)|27|
4969|COOCHBEHAR|Cooch Behar - I|GHUGHUMARI|Charaker Kuthi (146)|444|
4970|COOCHBEHAR|Cooch Behar - I|GHUGHUMARI|Charaker Kuthi Dewanbas (145)|80|
4971|NORTH 24 PARAGANAS|Habra - II|RAJIBPURABIRA|Charakpara (103)|393|
4972|NADIA|Tehatta - II|BARNIA|Charakpota (10)|647|
4973|MURSHIDABAD|Raninagar - I|PAHARPUR|Charalampur (31)|59|
4974|COOCHBEHAR|Tufanganj - I|NATABARI-II|Charaljani (35)|1,698|
4975|NORTH 24 PARAGANAS|Hingalganj|SAHEBKHALI|Charalkhali (111)|661|
4976|NADIA|Karimpur - I|SHIKARPUR|Charalkhali (149)|482|
4977|PURULIA|Raghunathpur - II|NILDIH|Charanbandh (78)|88|
4978|SOUTH 24 PARAGANAS|Basanti|UTTAR MOKAMBERIYA|Charanikhali (133)|579|
4979|JHARGRAM|Jamboni|GIDHNI|Charchaka (111)|282|
4980|JALPAIGURI|Maynaguri|CHURAVANDER|Charchura Bhandar (83)|979|
4981|MURSHIDABAD|Raninagar - I|HURSHI|Chardebaipur (23)|94|
4982|MURSHIDABAD|Beldanga - I|SUJAPUR KUMARPUR|Chardiar (43)|0|
4983|MURSHIDABAD|Sagardighi|BARALA|Chardighi (169)|122|
4984|JALPAIGURI|Maynaguri|AMGURI|Charesbari (75)|799|
4985|MURSHIDABAD|Sagardighi|BARALA|Chargachhi (166)|215|
4986|NORTH 24 PARAGANAS|Swarupnagar|CHARGHAT G.P|Charghat (29)|1,681|
4987|NADIA|Santipur|HARIPUR|Charharipur (18)|1,104|
4988|MALDAH|Kaliachak - III|GOLAPGANJ|Chari Anantapur (57)|4,499|
4989|MALDAH|Kaliachak - III|KUMBHIRA|Chari Anantapur (57)|4,499|
